Customer ID,Services,ISP (INR),Marginal Cost (INR),Discount Type,Discount Amount (INR),Billed Cost (INR),Date,Time
200015,Eyebrow Threading',74,74,,0,74,2023-03-21,13:35:55
100906,Haircut (Male)',149,149,,0,149,2023-03-21,18:43:14
200320,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-03-22,0:38:22
200827,Eyebrow Threading',74,74,,0,74,2023-03-22,6:06:38
200444,Eyebrow Threading',74,74,,0,74,2023-03-23,21:09:01
300023,Haircut (Male)',149,149,,0,149,2023-03-23,23:02:23
300898,"Beard Trimming', 'Haircut (Female)', 'Eyebrow Threading'","49, 249, 74",372,Membership Card,37.2,334.8,2023-03-23,23:30:32
300694,Beard Trimming',49,49,,0,49,2023-03-24,0:01:15
300422,Haircut (Female)',249,249,,0,249,2023-03-24,13:09:57
200966,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2023-03-24,18:26:23
100399,Haircut (Male)',149,149,,0,149,2023-03-25,20:33:57
300913,Haircut (Female)',249,249,,0,249,2023-03-25,20:51:18
200003,"Haircut (Female)', 'Upper Body Waxing'","249, 1399",1648,,0,1648,2023-03-26,2:59:44
200514,Haircut (Male)',149,149,,0,149,2023-03-26,5:19:13
200028,Eyebrow Threading',74,74,,0,74,2023-03-27,6:38:57
300792,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2023-03-27,21:27:14
300820,Haircut (Male)',149,149,,0,149,2023-03-28,7:55:45
200803,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-03-28,8:15:14
100535,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-03-28,12:55:54
300892,Beard Trimming',49,49,,0,49,2023-03-28,15:11:57
100589,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-03-28,21:47:12
300416,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-03-29,0:18:58
300882,Beard Trimming',49,49,,0,49,2023-03-29,1:46:58
200888,Haircut (Male)',149,149,,0,149,2023-03-29,3:47:19
100467,"Haircut (Female)', 'Beard Trimming', 'Eyebrow Threading'","249, 49, 74",372,,0,372,2023-03-29,4:01:16
200476,"Haircut (Male)', 'Olive Hair Treatment'","149, 249",398,Membership Card,39.8,358.2,2023-03-29,8:04:16
200603,Haircut (Male)',149,149,,0,149,2023-03-29,15:56:08
300439,Haircut (Male)',149,149,,0,149,2023-03-29,20:11:34
100533,Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-03-30,4:49:55
100403,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,Membership Card,12.3,110.7,2023-03-30,14:14:02
100061,Haircut (Male)',149,149,,0,149,2023-03-30,22:10:03
200126,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-03-31,1:39:14
300335,Haircut (Female)',249,249,,0,249,2023-03-31,9:30:04
300061,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-03-31,15:52:09
200385,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-04-01,1:12:59
100306,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-04-01,14:43:48
300004,"Haircut (Female)', 'Royal De-tan'","249, 529",778,Membership Card,77.8,700.2,2023-04-01,20:23:06
300808,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-04-02,0:28:04
200547,Beard Trimming',49,49,,0,49,2023-04-02,0:28:38
100160,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-04-02,5:24:28
200273,Haircut (Female)',249,249,,0,249,2023-04-02,13:23:16
300898,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-04-02,19:09:42
200418,Haircut (Female)',249,249,,0,249,2023-04-02,19:46:30
300459,"Eyebrow Threading', 'Manicure'","74, 239",313,,0,313,2023-04-03,0:30:32
200718,Eyebrow Threading',74,74,,0,74,2023-04-03,5:15:42
200504,Haircut (Male)',149,149,,0,149,2023-04-03,13:57:03
100040,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-04-04,1:25:52
100034,"Haircut (Male)', 'Lower Body Waxing'","149, 1399",1548,,0,1548,2023-04-04,1:35:33
200377,Haircut (Female)',249,249,,0,249,2023-04-04,5:30:17
200873,Eyebrow Threading',74,74,,0,74,2023-04-04,8:55:18
100256,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-04-04,9:30:45
300672,"Beard Trimming', 'Manicure'","49, 239",288,,0,288,2023-04-04,15:49:09
300805,"Beard Trimming', 'Olive Hair Treatment'","49, 249",298,,0,298,2023-04-04,23:04:01
200713,Beard Trimming',49,49,,0,49,2023-04-05,23:09:22
200843,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-04-06,0:50:48
300553,Eyebrow Threading',74,74,,0,74,2023-04-06,1:26:52
100160,Eyebrow Threading',74,74,,0,74,2023-04-06,4:03:31
300123,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-04-06,7:49:56
300607,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,Membership Card,22.3,200.7,2023-04-06,8:48:42
100423,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-04-06,12:08:34
300524,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-04-06,23:54:42
100993,Eyebrow Threading',74,74,,0,74,2023-04-07,0:53:38
300109,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-04-07,3:26:53
300889,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,Membership Card,22.3,200.7,2023-04-08,7:11:06
100120,Beard Trimming',49,49,Membership Card,4.9,44.1,2023-04-08,11:53:31
100103,Eyebrow Threading',74,74,,0,74,2023-04-08,12:46:29
100511,Beard Trimming',49,49,,0,49,2023-04-08,15:36:49
100614,"Beard Trimming', 'De-tan'","49, 249",298,Membership Card,29.8,268.2,2023-04-08,17:36:09
200873,Eyebrow Threading',74,74,,0,74,2023-04-08,17:37:33
100986,"Beard Trimming', 'Haircut (Female)', 'Eyebrow Threading'","49, 249, 74",372,,0,372,2023-04-09,6:27:07
200882,Haircut (Female)',249,249,,0,249,2023-04-09,13:04:45
100639,"Beard Trimming', 'Upper Body Waxing'","49, 1399",1448,,0,1448,2023-04-09,14:14:13
200507,Beard Trimming',49,49,,0,49,2023-04-09,15:05:56
100377,Haircut (Female)',249,249,,0,249,2023-04-09,16:19:49
300087,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2023-04-10,3:34:19
300294,Haircut (Male)',149,149,,0,149,2023-04-10,3:35:59
100306,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-04-10,23:02:05
200273,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2023-04-11,1:47:40
200615,Haircut (Female)',249,249,,0,249,2023-04-12,8:07:03
300775,"Haircut (Female)', 'Lower Body Waxing'","249, 1399",1648,,0,1648,2023-04-12,14:34:36
200709,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2023-04-12,17:27:47
300322,Haircut (Female)',249,249,,0,249,2023-04-13,0:53:49
200732,Eyebrow Threading',74,74,,0,74,2023-04-13,1:36:23
300335,Haircut (Male)',149,149,,0,149,2023-04-13,8:51:59
100082,Haircut (Female)',249,249,,0,249,2023-04-13,12:57:37
300494,Beard Trimming',49,49,,0,49,2023-04-13,19:52:36
300204,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-04-13,21:41:12
300549,Haircut (Female)',249,249,,0,249,2023-04-14,3:43:08
100873,Eyebrow Threading',74,74,,0,74,2023-04-14,9:58:09
100078,Haircut (Male)',149,149,,0,149,2023-04-14,15:04:07
100253,Haircut (Male)',149,149,,0,149,2023-04-14,17:17:10
200782,Haircut (Female)',249,249,,0,249,2023-04-15,2:30:55
100535,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-04-15,5:42:56
300643,Eyebrow Threading',74,74,,0,74,2023-04-15,6:51:50
100152,Beard Trimming',49,49,,0,49,2023-04-15,23:13:33
200091,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-04-16,6:46:44
200684,"Haircut (Female)', 'Lower Body Waxing'","249, 1399",1648,,0,1648,2023-04-16,8:48:59
300520,Haircut (Female)',249,249,,0,249,2023-04-16,17:23:39
200514,Haircut (Female)',249,249,,0,249,2023-04-16,21:55:33
300433,Haircut (Female)',249,249,,0,249,2023-04-17,6:11:16
300791,"Haircut (Female)', 'Manicure'","249, 239",488,,0,488,2023-04-17,7:45:00
300116,"Beard Trimming', 'Royal De-tan'","49, 529",578,,0,578,2023-04-17,7:51:21
100819,Haircut (Male)',149,149,,0,149,2023-04-17,18:02:07
200665,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-04-17,20:51:50
100224,Eyebrow Threading',74,74,,0,74,2023-04-18,0:28:15
100033,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-04-18,4:31:44
300146,Eyebrow Threading',74,74,,0,74,2023-04-18,5:31:08
100507,Eyebrow Threading',74,74,,0,74,2023-04-18,12:09:47
300763,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-04-18,15:26:31
100931,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-04-18,16:08:45
300144,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-04-19,0:33:18
100485,Eyebrow Threading',74,74,,0,74,2023-04-19,9:54:01
100208,Haircut (Female)',249,249,,0,249,2023-04-19,12:14:30
100253,Haircut (Female)',249,249,,0,249,2023-04-19,17:11:32
200451,"Haircut (Female)', 'De-tan'","249, 249",498,,0,498,2023-04-20,5:12:40
300961,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-04-20,6:12:41
100286,Eyebrow Threading',74,74,,0,74,2023-04-20,9:36:51
200076,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,Membership Card,22.3,200.7,2023-04-20,10:24:47
100834,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2023-04-21,1:40:57
300719,Haircut (Male)',149,149,,0,149,2023-04-21,5:20:39
200183,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-04-21,14:54:15
200915,Eyebrow Threading',74,74,,0,74,2023-04-21,17:15:30
100722,"Eyebrow Threading', 'Eyebrow Threading', 'Beard Trimming'","74, 74, 49",197,,0,197,2023-04-21,21:12:46
100953,Haircut (Female)',249,249,,0,249,2023-04-21,23:35:57
200091,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-04-22,12:34:30
200507,Eyebrow Threading',74,74,,0,74,2023-04-22,18:32:14
300123,"Beard Trimming', 'Haircut (Male)', 'Eyebrow Threading'","49, 149, 74",272,,0,272,2023-04-22,20:20:16
300292,"Haircut (Male)', 'De-tan'","149, 249",398,,0,398,2023-04-22,22:44:51
200950,"Haircut (Male)', 'Upper Body Waxing'","149, 1399",1548,,0,1548,2023-04-23,1:04:37
200564,Haircut (Male)',149,149,,0,149,2023-04-23,16:53:42
200772,Eyebrow Threading',74,74,,0,74,2023-04-23,17:14:22
200865,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-04-23,17:40:38
200503,Beard Trimming',49,49,,0,49,2023-04-24,2:21:14
200825,Beard Trimming',49,49,,0,49,2023-04-25,13:52:58
300334,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-04-26,2:56:25
100688,Eyebrow Threading',74,74,,0,74,2023-04-26,15:46:19
100103,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-04-26,20:51:34
200705,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,Membership Card,12.3,110.7,2023-04-27,2:38:43
300890,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-04-27,2:49:19
300147,Beard Trimming',49,49,,0,49,2023-04-27,8:25:19
200015,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-04-28,1:59:41
200081,Eyebrow Threading',74,74,,0,74,2023-04-28,2:29:19
300031,Beard Trimming',49,49,,0,49,2023-04-28,3:41:42
100423,Beard Trimming',49,49,,0,49,2023-04-28,13:27:47
300982,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2023-04-28,13:51:44
200236,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-04-28,16:23:45
100481,Eyebrow Threading',74,74,,0,74,2023-04-28,17:05:03
100795,Haircut (Female)',249,249,,0,249,2023-04-28,17:47:28
100486,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-04-28,22:55:11
100016,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,Membership Card,29.8,268.2,2023-04-28,23:58:18
300130,"Haircut (Male)', 'Deep Hydrating'","149, 649",798,,0,798,2023-04-29,3:45:44
100834,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-04-29,9:31:22
300989,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-04-30,9:30:39
100807,"Haircut (Male)', 'Full Body Massage'","149, 1359",1508,Membership Card,150.8,1357.2,2023-04-30,12:57:51
200801,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-04-30,14:18:28
100589,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-04-30,18:46:04
200409,Haircut (Male)',149,149,,0,149,2023-05-01,14:31:48
100917,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-02,6:21:56
200316,"Beard Trimming', 'Lower Body Waxing'","49, 1399",1448,,0,1448,2023-05-02,11:06:16
100691,Eyebrow Threading',74,74,,0,74,2023-05-02,16:19:28
300137,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-03,0:30:31
200101,Haircut (Male)',149,149,,0,149,2023-05-03,1:54:37
100522,Beard Trimming',49,49,,0,49,2023-05-03,3:37:46
200431,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,Membership Card,22.3,200.7,2023-05-03,10:46:28
200782,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-05-03,12:55:46
300643,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-05-03,22:09:44
100393,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-05-04,8:18:58
300135,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-05-04,15:36:53
200028,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-05-04,23:57:07
300897,Haircut (Female)',249,249,,0,249,2023-05-05,3:02:51
200598,Haircut (Male)',149,149,,0,149,2023-05-05,6:14:58
100194,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-05-05,6:37:43
300494,Eyebrow Threading',74,74,,0,74,2023-05-05,8:53:13
100909,Haircut (Male)',149,149,,0,149,2023-05-05,11:42:58
200106,"Beard Trimming', 'Haircut (Female)'","49, 249",298,Membership Card,29.8,268.2,2023-05-05,11:49:23
200718,Haircut (Female)',249,249,,0,249,2023-05-05,16:34:36
300494,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-05-05,21:06:19
200876,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-05-05,22:49:45
300629,Haircut (Female)',249,249,,0,249,2023-05-06,13:01:19
200474,Eyebrow Threading',74,74,,0,74,2023-05-06,14:37:06
300988,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-05-06,19:44:46
100834,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-07,1:15:42
100164,"Haircut (Male)', 'Beard Trimming'","149, 49",198,Membership Card,19.8,178.2,2023-05-07,8:56:45
100357,Eyebrow Threading',74,74,,0,74,2023-05-07,11:44:44
100055,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-05-08,0:11:01
100383,Haircut (Male)',149,149,,0,149,2023-05-08,3:07:24
100016,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,Membership Card,32.3,290.7,2023-05-08,5:15:48
200987,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2023-05-08,5:52:09
200547,Haircut (Female)',249,249,,0,249,2023-05-08,6:28:39
100197,Beard Trimming',49,49,,0,49,2023-05-08,8:54:26
100688,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-05-08,11:52:19
200603,Haircut (Female)',249,249,,0,249,2023-05-09,3:18:47
100819,Haircut (Female)',249,249,,0,249,2023-05-09,9:27:03
200733,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-05-09,13:25:52
300673,Haircut (Female)',249,249,,0,249,2023-05-10,13:17:43
200507,Beard Trimming',49,49,,0,49,2023-05-10,16:20:48
300745,Beard Trimming',49,49,,0,49,2023-05-11,5:20:20
100295,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-05-11,7:00:17
200547,Haircut (Male)',149,149,,0,149,2023-05-11,15:37:49
100195,Haircut (Female)',249,249,,0,249,2023-05-12,1:55:35
300868,Beard Trimming',49,49,,0,49,2023-05-12,13:06:34
300939,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-05-12,16:07:35
300227,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-05-12,21:06:39
100429,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,Membership Card,49.8,448.2,2023-05-13,3:40:55
100672,Haircut (Male)',149,149,,0,149,2023-05-13,3:54:21
200355,Haircut (Female)',249,249,,0,249,2023-05-13,9:06:01
100498,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-05-13,13:24:14
200507,Haircut (Male)',149,149,,0,149,2023-05-14,3:43:05
200316,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-05-14,4:35:19
100082,Eyebrow Threading',74,74,,0,74,2023-05-14,5:06:27
300832,Beard Trimming',49,49,Membership Card,4.9,44.1,2023-05-14,5:12:38
100212,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-05-14,6:16:44
300953,Haircut (Female)',249,249,,0,249,2023-05-15,6:55:07
200574,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-05-15,14:24:04
200236,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-05-15,15:48:28
100370,"Eyebrow Threading', 'Haircut (Female)'","74, 249",323,,0,323,2023-05-15,19:23:55
200028,Haircut (Male)',149,149,,0,149,2023-05-15,20:21:13
100713,"Haircut (Female)', 'Beard Trimming', 'Eyebrow Threading'","249, 49, 74",372,,0,372,2023-05-15,21:38:02
100423,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-05-15,21:46:48
100600,Beard Trimming',49,49,,0,49,2023-05-16,3:05:35
300369,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-05-16,4:42:16
300499,Haircut (Male)',149,149,,0,149,2023-05-16,15:38:39
100646,Haircut (Male)',149,149,,0,149,2023-05-16,20:29:09
100849,Beard Trimming',49,49,Membership Card,4.9,44.1,2023-05-17,1:58:28
300322,Eyebrow Threading',74,74,,0,74,2023-05-17,7:40:55
300245,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-05-17,15:54:09
100371,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-05-17,19:44:24
100377,Eyebrow Threading',74,74,,0,74,2023-05-17,21:09:11
200733,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-05-18,0:33:47
200601,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2023-05-18,8:07:33
300354,Beard Trimming',49,49,,0,49,2023-05-18,13:52:26
100176,Eyebrow Threading',74,74,,0,74,2023-05-18,16:26:52
100143,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2023-05-18,18:00:02
100746,Haircut (Female)',249,249,,0,249,2023-05-18,20:30:38
200092,Haircut (Male)',149,149,,0,149,2023-05-18,22:17:59
100048,Beard Trimming',49,49,,0,49,2023-05-19,2:39:12
300747,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-05-19,4:01:04
100731,Beard Trimming',49,49,,0,49,2023-05-19,4:47:54
200605,Beard Trimming',49,49,,0,49,2023-05-19,12:28:41
300694,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-05-19,12:43:45
200803,Haircut (Male)',149,149,,0,149,2023-05-20,8:34:23
100603,Haircut (Male)',149,149,,0,149,2023-05-20,8:57:30
200732,"Haircut (Female)', 'Eyebrow Threading'","249, 74",323,,0,323,2023-05-20,9:37:48
200474,Haircut (Female)',249,249,,0,249,2023-05-20,17:12:07
100776,Haircut (Male)',149,149,,0,149,2023-05-20,22:50:26
300144,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-05-21,0:59:13
100887,"Haircut (Male)', 'Olive Hair Treatment'","149, 249",398,,0,398,2023-05-21,12:06:46
100750,Haircut (Male)',149,149,,0,149,2023-05-22,5:27:10
300693,Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-05-22,8:52:51
300894,"Beard Trimming', 'Royal De-tan'","49, 529",578,,0,578,2023-05-22,13:24:54
300759,"Eyebrow Threading', 'De-tan'","74, 249",323,,0,323,2023-05-23,2:26:03
200316,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-05-23,9:32:34
100608,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-05-23,10:12:28
200676,Beard Trimming',49,49,,0,49,2023-05-23,12:21:40
100953,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-23,17:39:12
200450,Haircut (Male)',149,149,Membership Card,14.9,134.1,2023-05-23,22:05:49
200730,Haircut (Male)',149,149,,0,149,2023-05-24,9:56:06
200377,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-05-24,10:19:09
200889,Haircut (Female)',249,249,,0,249,2023-05-25,0:45:53
200273,Eyebrow Threading',74,74,,0,74,2023-05-25,12:42:15
200920,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-05-26,2:02:16
200364,"Haircut (Female)', 'Beard Trimming'","249, 49",298,,0,298,2023-05-26,4:41:33
100819,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-05-26,6:50:07
200808,Haircut (Female)',249,249,,0,249,2023-05-26,7:53:29
200833,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,,0,498,2023-05-26,10:01:27
300027,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-26,12:13:27
200230,Eyebrow Threading',74,74,,0,74,2023-05-27,0:41:23
300520,Eyebrow Threading',74,74,,0,74,2023-05-27,4:09:46
300695,Haircut (Male)',149,149,,0,149,2023-05-27,4:28:32
100390,Eyebrow Threading',74,74,,0,74,2023-05-27,10:46:33
300494,Eyebrow Threading',74,74,,0,74,2023-05-27,17:18:15
200161,Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-05-27,21:06:42
200991,Haircut (Male)',149,149,,0,149,2023-05-27,22:59:04
200445,Haircut (Male)',149,149,,0,149,2023-05-28,4:08:42
200011,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-05-28,4:43:19
300529,"Eyebrow Threading', 'Pedicure'","74, 249",323,Membership Card,32.3,290.7,2023-05-28,5:06:38
300524,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-05-28,8:25:50
200001,Eyebrow Threading',74,74,,0,74,2023-05-28,15:25:30
200028,"Haircut (Female)', 'Haircut (Male)'","249, 149",398,,0,398,2023-05-28,17:17:42
100531,Haircut (Female)',249,249,,0,249,2023-05-28,18:46:10
100456,Haircut (Male)',149,149,,0,149,2023-05-29,3:30:41
300101,Eyebrow Threading',74,74,,0,74,2023-05-29,8:45:21
100922,"Haircut (Male)', 'Eyebrow Threading', 'Beard Trimming'","149, 74, 49",272,,0,272,2023-05-29,14:48:58
300694,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-05-29,17:34:08
100419,"Haircut (Male)', 'Eyebrow Threading', 'Beard Trimming'","149, 74, 49",272,Membership Card,27.2,244.8,2023-05-30,2:50:07
300123,"Eyebrow Threading', 'Haircut (Male)'","74, 149",223,,0,223,2023-05-30,17:30:56
100931,Haircut (Female)',249,249,,0,249,2023-05-30,19:41:11
300953,"Haircut (Male)', 'Eyebrow Threading', 'Beard Trimming'","149, 74, 49",272,,0,272,2023-05-30,20:40:31
300335,Beard Trimming',49,49,,0,49,2023-05-31,0:03:13
200183,"Beard Trimming', 'Beard Trimming'","49, 49",98,,0,98,2023-05-31,3:15:03
200053,Haircut (Male)',149,149,,0,149,2023-05-31,6:18:29
100838,Haircut (Female)',249,249,Membership Card,24.9,224.1,2023-05-31,8:09:13
100270,"Beard Trimming', 'Haircut (Female)'","49, 249",298,,0,298,2023-05-31,11:11:44
100687,Beard Trimming',49,49,,0,49,2023-06-01,1:52:27
100957,"Eyebrow Threading', 'Beard Trimming'","74, 49",123,,0,123,2023-06-01,21:52:11
200015,Beard Trimming',49,49,,0,49,2023-06-02,14:21:26
200730,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-06-02,18:02:35
300130,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-06-03,1:49:06
300254,Eyebrow Threading',74,74,,0,74,2023-06-03,10:11:05
300988,"Beard Trimming', 'Haircut (Male)'","49, 149",198,,0,198,2023-06-03,11:33:09
300335,"Haircut (Male)', 'Beard Trimming'","149, 49",198,,0,198,2023-06-03,15:19:23
200547,Haircut (Male)',149,149,,0,149,2023-06-03,16:29:48
200196,"Haircut (Female)', 'Haircut (Female)'","249, 249",498,Membership Card,49.8,448.2,2023-06-04,4:21:20
200590,Eyebrow Threading',74,74,,0,74,2023-06-04,8:48:18
200504,"Beard Trimming', 'Eyebrow Threading'","49, 74",123,,0,123,2023-06-04,9:02:39
200097,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-06-04,9:19:32
100985,Haircut (Female)',249,249,,0,249,2023-06-04,14:21:08
200919,Haircut (Male)',149,149,,0,149,2023-06-04,17:45:59
300020,Eyebrow Threading',74,74,,0,74,2023-06-04,22:28:33
300634,"Haircut (Male)', 'Eyebrow Threading'","149, 74",223,,0,223,2023-06-05,11:25:08
100055,Haircut (Male)',149,149,,0,149,2023-06-06,1:33:49
300499,Haircut (Female)',249,249,,0,249,2023-06-06,11:31:33
100986,"Beard Trimming', 'Olive Hair Treatment'","49, 249",298,,0,298,2023-06-06,15:01:02
300322,"Eyebrow Threading', 'Eyebrow Threading'","74, 74",148,,0,148,2023-06-06,16:02:26
200363,Eyebrow Threading',74,74,,0,74,2023-06-07,1:17:44
200968,"Haircut (Male)', 'Haircut (Female)'","149, 249",398,,0,398,2023-06-07,1:42:59
300520,"Beard Trimming', 'Full Body Massage'","49, 1359",1408,,0,1408,2023-06-07,1:46:20
300837,Haircut (Male)',149,149,,0,149,2023-06-07,12:54:31
200940,Haircut (Male)',149,149,,0,149,2023-06-07,13:14:16
300494,Haircut (Male)',149,149,,0,149,2023-06-09,6:18:30
200213,"Beard Trimming', 'Pedicure'","49, 249",298,,0,298,2023-06-09,7:47:11
200987,Haircut (Female)',249,249,,0,249,2023-06-09,17:18:00
200161,Eyebrow Threading',74,74,Membership Card,7.4,66.6,2023-06-09,19:28:06
300808,"Haircut (Male)', 'Haircut (Male)'","149, 149",298,,0,298,2023-06-09,19:36:32
100639,Haircut (Male)',149,149,,0,149,2023-06-09,22:25:57
